id	state_name	county_name	pop2014	bush_donors	bush_donations	carson_donors	carson_donations	christie_donors	christie_donations	clinton_donors	clinton_donations	cruz_donors	cruz_donations	fiorina_donors	fiorina_donations	graham_donors	graham_donations	huckabee_donors	huckabee_donations	jindal_donors	jindal_donations	kasich_donors	kasich_donations	omalley_donors	omalley_donations	pataki_donors	pataki_donations	paul_donors	paul_donations	rubio_donors	rubio_donations	sanders_donors	sanders_donations	santorum_donors	santorum_donations	trump_donors	trump_donations
17191	Illinois	Wayne County	16543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17193	Illinois	White County	14374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17195	Illinois	Whiteside County	56876	0	0	0	0	0	0	1	2700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	200	1	250	0	0	0	0
17197	Illinois	Will County	685419	6	12650	19	11450	0	0	19	19153	28	24250	1	1000	0	0	1	350	0	0	1	2000	13	11900	0	0	3	18700	1	200	22	8502	0	0	1	250
17199	Illinois	Williamson County	67008	0	0	2	450	1	20000	0	0	7	3900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1471
17201	Illinois	Winnebago County	288542	4	6150	12	9000	0	0	4	1700	2	500	1	1000	0	0	0	0	0	0	0	0	0	0	0	0	3	1451	2	3700	7	2407	0	0	0	0
17203	Illinois	Woodford County	39187	0	0	9	3920	0	0	0	0	1	300	1	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	300	1	250	0	0	0	0
18001	Indiana	Adams County	34791	0	0	0	0	0	0	0	0	1	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18003	Indiana	Allen County	365918	10	22350	26	16326	0	0	6	9025	9	4950	1	250	0	0	0	0	1	250	0	0	0	0	0	0	2	700	4	2200	3	1150	0	0	0	0
18005	Indiana	Bartholomew County	80217	3	5400	2	750	0	0	4	775	1	350	1	250	0	0	0	0	0	0	0	0	0	0	0	0	1	500	0	0	1	250	0	0	0	0
18007	Indiana	Benton County	8700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18009	Indiana	Blackford County	12401	0	0	1	203	0	0	0	0	1	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18011	Indiana	Boone County	61915	7	11555	8	4000	2	1000	7	14500	6	3125	2	1000	0	0	0	0	0	0	0	0	0	0	0	0	1	1000	7	5900	1	250	0	0	0	0
18013	Indiana	Brown County	14962	0	0	2	450	0	0	0	0	2	500	0	0	0	0	2	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18015	Indiana	Carroll County	19923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18017	Indiana	Cass County	38438	0	0	1	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	250	0	0	0	0	0	0	0	0
18019	Indiana	Clark County	114262	1	1000	3	675	0	0	3	700	1	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	250	0	0	0	0	0	0
18021	Indiana	Clay County	26562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18023	Indiana	Clinton County	32776	0	0	2	500	0	0	0	0	2	750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18025	Indiana	Crawford County	10655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18027	Indiana	Daviess County	32729	0	0	2	1250	0	0	1	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	250	0	0	0	0
18033	Indiana	DeKalb County	42383	0	0	0	0	0	0	0	0	1	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	514
18029	Indiana	Dearborn County	49506	0	0	2	700	0	0	0	0	1	250	0	0	0	0	2	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18031	Indiana	Decatur County	26524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18035	Indiana	Delaware County	117074	1	500	7	2700	0	0	1	2600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	500	0	0	1	250	0	0	0	0
18037	Indiana	Dubois County	42345	0	0	0	0	0	0	0	0	0	0	1	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	250
18039	Indiana	Elkhart County	201971	5	2250	8	2650	0	0	1	245	4	1650	4	763	0	0	3	2125	0	0	0	0	0	0	0	0	1	205	3	1750	0	0	0	0	1	250
18041	Indiana	Fayette County	23468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18043	Indiana	Floyd County	76179	1	500	8	2800	0	0	0	0	0	0	1	250	0	0	0	0	0	0	0	0	0	0	0	0	1	201	0	0	0	0	0	0	1	250
18045	Indiana	Fountain County	16658	0	0	1	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18047	Indiana	Franklin County	22934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18049	Indiana	Fulton County	20500	0	0	0	0	0	0	1	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18051	Indiana	Gibson County	33759	0	0	0	0	0	0	0	0	1	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18053	Indiana	Grant County	68569	0	0	0	0	0	0	6	16200	0	0	0	0	0	0	3	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18055	Indiana	Greene County	32726	0	0	1	250	0	0	1	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18057	Indiana	Hamilton County	302623	27	78450	27	9166	0	0	35	78351	15	5300	9	4750	0	0	0	0	0	0	0	0	0	0	0	0	6	1750	23	35600	2	1500	5	2900	1	250
18059	Indiana	Hancock County	71978	0	0	5	4750	0	0	0	0	4	840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	853	1	1000	0	0	0	0	0	0
18061	Indiana	Harrison County	39299	0	0	4	1250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1000	0	0	0	0
18063	Indiana	Hendricks County	156056	3	5400	0	0	0	0	6	6650	2	1000	1	200	0	0	0	0	0	0	0	0	0	0	0	0	2	1201	0	0	1	250	0	0	0	0
18065	Indiana	Henry County	48995	0	0	0	0	0	0	1	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	200	0	0	0	0	0	0
18067	Indiana	Howard County	82982	2	750	2	500	0	0	0	0	4	2650	1	250	0	0	0	0	0	0	0	0	0	0	0	0	1	201	0	0	1	250	0	0	0	0
18069	Indiana	Huntington County	36706	0	0	14	30325	0	0	1	100	13	6950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18071	Indiana	Jackson County	43705	0	0	0	0	0	0	0	0	2	500	0	0	0	0	1	500	0	0	0	0	0	0	0	0	2	750	0	0	1	500	0	0	0	0
18073	Indiana	Jasper County	33475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	220	0	0	0	0
18075	Indiana	Jay County	21179	0	0	0	0	0	0	0	0	1	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	250	0	0	0	0	0	0
18077	Indiana	Jefferson County	32494	0	0	2	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18079	Indiana	Jennings County	28000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18081	Indiana	Johnson County	147538	1	250	4	1250	0	0	1	200	3	2700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1205	1	200	2	460	0	0	1	250
18083	Indiana	Knox County	37938	0	0	0	0	0	0	1	2700	1	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18085	Indiana	Kosciusko County	78564	2	3700	3	650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1750	0	0	1	2600	1	211
18087	Indiana	LaGrange County	38436	0	0	3	900	0	0	0	0	1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18091	Indiana	LaPorte County	111444	1	1000	6	3200	0	0	1	2700	1	500	2	1250	0	0	0	0	0	0	1	250	0	0	0	0	7	9950	1	1000	3	1000	0	0	1	500
18089	Indiana	Lake County	490228	11	17350	7	1850	0	0	20	34425	6	3500	0	0	0	0	0	0	0	0	3	1750	1	1000	0	0	8	2503	3	1750	4	1750	0	0	0	0
18093	Indiana	Lawrence County	45704	0	0	2	750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18095	Indiana	Madison County	130069	1	500	0	0	0	0	6	7501	0	0	0	0	0	0	2	750	0	0	0	0	0	0	0	0	1	200	0	0	0	0	0	0	0	0
18097	Indiana	Marion County	934243	57	258200	37	18250	0	0	70	142716	25	7375	10	4400	0	0	0	0	0	0	4	5750	3	6400	0	0	7	2651	38	47180	16	7387	0	0	5	2688
18099	Indiana	Marshall County	47107	0	0	1	200	0	0	2	2700	3	3500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1500	0	0	0	0	0	0
18101	Indiana	Martin County	10203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	250	0	0	0	0
18103	Indiana	Miami County	35954	0	0	1	226	0	0	2	933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18105	Indiana	Monroe County	143339	0	0	3	950	0	0	2	3200	4	1150	0	0	0	0	0	0	1	500	0	0	0	0	0	0	2	516	0	0	15	4100	0	0	0	0
18107	Indiana	Montgomery County	38146	0	0	1	1000	0	0	0	0	2	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18109	Indiana	Morgan County	69693	0	0	4	1100	0	0	1	500	3	3700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	250
18111	Indiana	Newton County	14156	0	0	6	1700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18113	Indiana	Noble County	47618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	250	0	0	0	0	0	0
18115	Indiana	Ohio County	6035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18117	Indiana	Orange County	19626	0	0	0	0	0	0	1	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18119	Indiana	Owen County	20969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	500	0	0	0	0	0	0	0	0
18121	Indiana	Parke County	17233	0	0	1	500	0	0	1	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18123	Indiana	Perry County	19454	0	0	0	0	0	0	1	2700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1500	0	0	0	0	0	0	0	0
18125	Indiana	Pike County	12624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18127	Indiana	Porter County	167076	7	9800	4	2000	2	1250	6	8450	5	1400	1	500	0	0	0	0	0	0	1	250	1	500	0	0	2	451	0	0	6	2729	0	0	0	0
18129	Indiana	Posey County	25540	1	250	0	0	0	0	2	5400	3	750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	750	0	0	0	0
18131	Indiana	Pulaski County	12967	0	0	2	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18133	Indiana	Putnam County	37618	0	0	0	0	0	0	1	1700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	500	0	0	0	0
18135	Indiana	Randolph County	25384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18137	Indiana	Ripley County	28497	1	1000	0	0	0	0	0	0	1	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	951	0	0	0	0	0	0	0	0
18139	Indiana	Rush County	16892	0	0	3	1500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	250	0	0	0	0	0	0	0	0
18143	Indiana	Scott County	23712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18145	Indiana	Shelby County	44579	0	0	3	1250	0	0	1	250	0	0	2	1200	0	0	0	0	0	0	0	0	0	0	0	0	1	1000	3	1500	0	0	0	0	0	0
18147	Indiana	Spencer County	20801	0	0	1	250	0	0	0	0	0	0	1	250	0	0	1	250	0	0	0	0	0	0	0	0	1	201	0	0	0	0	0	0	1	250
18141	Indiana	St. Joseph County	267618	8	6100	5	1953	0	0	5	6486	12	6200	5	1950	0	0	0	0	0	0	2	500	0	0	0	0	2	1030	7	1950	13	5750	0	0	0	0
18149	Indiana	Starke County	23074	0	0	0	0	0	0	0	0	1	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	740	0	0	0	0	0	0
18151	Indiana	Steuben County	34308	0	0	0	0	0	0	0	0	1	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18153	Indiana	Sullivan County	21050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18155	Indiana	Switzerland County	10452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18157	Indiana	Tippecanoe County	183074	3	2950	13	3603	0	0	7	9550	6	1400	1	200	0	0	0	0	0	0	0	0	0	0	0	0	3	1750	1	500	4	1200	0	0	1	250
18159	Indiana	Tipton County	15415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	250
18161	Indiana	Union County	7246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18163	Indiana	Vanderburgh County	182006	1	500	17	14150	0	0	4	5900	11	7850	0	0	4	7500	1	250	0	0	0	0	0	0	0	0	0	0	1	200	0	0	0	0	2	750
18165	Indiana	Vermillion County	15693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18167	Indiana	Vigo County	108175	0	0	0	0	0	0	1	2700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18169	Indiana	Wabash County	32252	0	0	1	300	0	0	0	0	0	0	1	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	250	0	0	0	0
18171	Indiana	Warren County	8352	0	0	1	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	200	0	0	0	0	0	0
18173	Indiana	Warrick County	61149	1	1251	1	250	0	0	6	11050	2	700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	250	0	0	0	0	0	0	0	0
18175	Indiana	Washington County	27878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1400	0	0	0	0	0	0	0	0
18177	Indiana	Wayne County	67671	0	0	2	3200	0	0	0	0	4	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18179	Indiana	Wells County	27862	0	0	2	750	0	0	0	0	2	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18181	Indiana	White County	24453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18183	Indiana	Whitley County	33403	0	0	0	0	0	0	0	0	3	900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19001	Iowa	Adair County	7454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19003	Iowa	Adams County	3875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19005	Iowa	Allamakee County	14038	0	0	0	0	0	0	1	250	0	0	2	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19007	Iowa	Appanoose County	12661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19009	Iowa	Audubon County	5794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19011	Iowa	Benton County	25680	0	0	2	475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19013	Iowa	Black Hawk County	132897	1	500	10	9150	0	0	3	670	5	1700	1	250	0	0	1	1373	0	0	0	0	0	0	0	0	3	750	1	250	3	750	0	0	0	0
19015	Iowa	Boone County	26433	0	0	2	400	0	0	1	200	2	1500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19017	Iowa	Bremer County	24721	0	0	3	900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19019	Iowa	Buchanan County	21038	0	0	1	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	400	0	0	0	0
19021	Iowa	Buena Vista County	20578	0	0	4	2500	0	0	0	0	0	0	1	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	241
19023	Iowa	Butler County	15006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19025	Iowa	Calhoun County	9866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19027	Iowa	Carroll County	20562	0	0	0	0	0	0	1	750	0	0	2	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19029	Iowa	Cass County	13448	0	0	1	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19031	Iowa	Cedar County	18411	0	0	0	0	0	0	1	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19033	Iowa	Cerro Gordo County	43254	0	0	10	9500	0	0	0	0	4	1750	1	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	500
19035	Iowa	Cherokee County	11836	3	4700	0	0	0	0	0	0	1	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19037	Iowa	Chickasaw County	12264	0	0	0	0	0	0	0	0	1	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1000	0	0	0	0
19039	Iowa	Clarke County	9217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19041	Iowa	Clay County	16515	0	0	0	0	0	0	1	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19043	Iowa	Clayton County	17692	0	0	1	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	500	0	0	0	0
19045	Iowa	Clinton County	48051	2	1250	2	500	0	0	0	0	1	250	2	550	0	0	0	0	0	0	0	0	0	0	0	0	1	250	1	1570	0	0	0	0	1	500
19047	Iowa	Crawford County	17228	0	0	1	225	0	0	0	0	2	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19049	Iowa	Dallas County	77400	10	66250	22	11550	0	0	9	17700	11	5650	11	9628	3	2000	2	3700	0	0	4	5916	0	0	0	0	1	500	8	5000	6	1500	1	250	3	2750
19051	Iowa	Davis County	8781	0	0	0	0	0	0	0	0	1	250	0	0	0	0	0	0	1	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19053	Iowa	Decatur County	8263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19055	Iowa	Delaware County	17398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19057	Iowa	Des Moines County	40255	0	0	3	2000	0	0	2	5400	1	1000	0	0	0	0	0	0	0	0	1	500	0	0	0	0	0	0	1	500	1	1000	0	0	0	0
19059	Iowa	Dickinson County	16935	0	0	7	3950	0	0	0	0	0	0	1	2000	0	0	0	0	0	0	0	0	4	6400	0	0	0	0	2	400	0	0	0	0	1	2700
19061	Iowa	Dubuque County	96370	2	750	6	4050	0	0	3	1794	3	1050	1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	800	0	0	1	250
19063	Iowa	Emmet County	9990	0	0	3	1015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19065	Iowa	Fayette County	20343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1000	0	0	0	0
19067	Iowa	Floyd County	16077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19069	Iowa	Franklin County	10436	0	0	1	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19071	Iowa	Fremont County	7022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19073	Iowa	Greene County	9200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	250	0	0	0	0	0	0
19075	Iowa	Grundy County	12375	1	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19077	Iowa	Guthrie County	10722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19079	Iowa	Hamilton County	15117	0	0	13	19162	0	0	0	0	2	1250	1	300	0	0	0	0	0	0	0	0	0	0	0	0	1	250	0	0	0	0	0	0	1	500
19081	Iowa	Hancock County	11027	2	500	0	0	0	0	0	0	1	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	480
19083	Iowa	Hardin County	17311	0	0	1	250	0	0	7	6575	0	0	2	4580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19085	Iowa	Harrison County	14324	1	250	2	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19087	Iowa	Henry County	20217	0	0	0	0	0	0	0	0	1	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	250	0	0	0	0	0	0	0	0
19089	Iowa	Howard County	9449	0	0	0	0	0	0	1	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19091	Iowa	Humboldt County	9640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	250	0	0	0	0	0	0	0	0
19093	Iowa	Ida County	7042	0	0	7	1500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19095	Iowa	Iowa County	16375	0	0	0	0	0	0	1	2700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19097	Iowa	Jackson County	19482	0	0	1	200	0	0	0	0	2	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	500	0	0	0	0	0	0	0	0
19099	Iowa	Jasper County	36872	0	0	0	0	0	0	0	0	1	250	0	0	1	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19101	Iowa	Jefferson County	17325	0	0	2	500	0	0	1	250	2	400	0	0	0	0	0	0	0	0	1	1000	0	0	0	0	7	8050	0	0	1	250	0	0	0	0
19103	Iowa	Johnson County	142287	1	250	4	1650	0	0	16	9706	1	250	3	800	1	250	3	700	0	0	2	2500	2	750	0	0	4	1500	0	0	12	3750	0	0	1	590
19105	Iowa	Jones County	20454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19107	Iowa	Keokuk County	10231	0	0	0	0	0	0	0	0	1	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19109	Iowa	Kossuth County	15222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19111	Iowa	Lee County	35286	0	0	5	1550	0	0	1	250	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	550	0	0	0	0
19113	Iowa	Linn County	217751	1	2700	17	7775	0	0	8	5400	4	1250	5	11500	0	0	1	1000	0	0	0	0	0	0	0	0	5	2050	3	1425	6	3983	0	0	0	0
19115	Iowa	Louisa County	11161	0	0	0	0	0	0	2	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19117	Iowa	Lucas County	8701	0	0	1	255	0	0	0	0	0	0	1	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19119	Iowa	Lyon County	11683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
